index,acronym,name,depth,parent_structure_id
17436,r8Amb,r8 portion of ambiguous motor nucleus,11,111220858
17437,r8B,r8 basal plate,5,17416
111220860,r8Bv,ventricular zone of r8B,9,17437
111220862,r8Bm,mantle zone of r8B,9,17437
17438,r8BL,lateral part of r8B,7,17437
17439,r8BLv,ventricular zone of r8BL,9,17438
17440,r8BLm,mantle zone of r8BL,9,17438
17441,r8BLp,periventricular stratum of r8BL,10,17440
17442,r8-BLIZ,r8 part of basolateral intermediate zone,11,17441
17443,r8BLi,intermediate stratum of r8BL,10,17440
17444,r8BLRt,r8 part of basolateral reticular formation,11,17443
17445,r8BLs,superficial stratum of r8BL,10,17440
17446,r8LRt,r8 part of lateral reticular nucleus,11,17445
17447,r8LRtPC,parvocellular part of r8LRt,11,17445
17448,r8Li,r8 part of linear nucleus,11,17445
17449,r8BI,intermediate part of r8B,7,17437
17450,r8BIv,ventricular zone of r8BI,9,17449
17451,r8BIm,mantle zone of r8BI,9,17449
17452,r8BIp,periventricular stratum of r8BI,10,17451
17453,r8BIIZ,r8 part of basointermediate intermediate zone,11,17452
17454,r8IS,r8 part of nucleus intercalatus Staderini,11,17452
17455,r8BIi,intermediate stratum of r8BI,10,17451
17456,r8BIRt,r8 part of basointermediate reticular formation,11,17455
17457,r8BIs,superficial stratum of r8BI,10,17451
17458,r8RVM,r8 part of rostral ventromedial reticular area,11,17457
17459,r8PGi,r8 part of the paragigantocellular nucleus,11,17457
17460,r8BM,medial part of r8B,7,17437
17461,r8BMv,ventricular zone of r8BM,9,17460
17462,r8BMm,mantle zone of r8BM,9,17460
17463,r8BMp,periventricular stratum of r8BM,10,17462
17464,r8Pr,r8 part of nucleus prepositus,11,17463
17465,r8-12M,r8 portion of the hypoglossal motor nucleus,11,17463
17466,r8Ro,r8 part of nucleus of Roller,11,17463
17467,r8BMi,intermediate stratum of r8BM,10,17462
17468,r8-RO,r8 raphe obscurus cell population,11,17467
17469,r8BMRt,r8 part of basomedial reticular formation,11,17467
17470,r8Gi,r8 part of gigantocellular reticular area,11,17467
17471,r8GiV,r8 part of ventral gigangocellular reticular area,11,17467
17472,r8BMs,superficial stratum of r8BM,10,17462
17473,r8-RP,r8 raphe pallidus cell population,11,17472
17474,r8-IO,r8 part of inferior olive,11,17472
17475,r8F,r8 floor plate,5,17416
112892395,r8Fv,ventricular zone of r8F,9,17475
112892397,r8Fm,mantle zone of r8F,9,17475
112892399,r8Fp,periventricular stratum of r8F,10,112892397
112892401,r8Fi,intermediate stratum of r8F,10,112892397
112892403,r8Fs,superficial stratum of r8F,10,112892397
17476,r9,rhombomere 9,3,17352
17477,r9R,r9 roof plate,5,17476
17478,r9A,r9 alar plate,5,17476
111220864,r9Av,ventricular zone of r9A,9,17478
111220866,r9Am,mantle zone of r9A,9,17478
17479,r9Ve,r9 part of the vestibular column,7,17478
17480,r9Vev,ventricular zone of r9Ve,9,17479
17481,r9Vem,mantle zone of r9Ve,9,17479
111220868,r9Vep,periventricular stratum of r9Ve,10,17481
17483,r9MVePC,r9 part of parvocellular medial vestibular nucleus,11,111220868
111220870,r9Vei,intermediate stratum of r9Ve,10,17481
17482,r9SpVe,r9 part of spinal vestibular nucleus,11,111220870
111220872,r9Ves,superficial stratum of r9Ve,10,17481
17484,r9ECu,r9 part of external cuneate nucleus,11,111220872
17485,r9Tr,r9 part of the trigeminal column,7,17478
17486,r9Trv,ventricular zone of r9Tr,9,17485
17487,r9Trm,mantle zone of r9Tr,9,17485
111220874,r9Trp,periventricular stratum of r9Tr,10,17487
17490,r9Sol,r9 (gustatory) part of solitary complex,11,111220874
111220876,r9Tri,intermediate stratum of r9Tr,10,17487
17489,r9-5Tr,r9 part of trigeminal transition zone,11,111220876
17493,r9DPCRt,r9 part of dorsal parvicellular reticular formation,11,111220876
111220878,r9Trs,superficial stratum of r9Tr,10,17487
17488,r9Sp5I,"r9 part of spinal trigeminal nucleus, interpolar part",11,111220878
17491,r9Gr,r9 part of nucleus gracilis,11,111220878
17492,r9Cu,r9 part of nucleus cuneatus,11,111220878
17494,r9Lim,liminal part of the r9 alar plate,7,17478
17495,r9Limv,ventricular zone of r9Lim,9,17494
17496,r9Limm,mantle zone of r9Lim,9,17494
111220880,r9Limp,periventricular stratum of r9Lim,10,17496
17498,r9-10M,r9 portion of vagal motor nucleus (postmigratory),11,111220880
112892405,r9LimCG,r9 liminar central gray,11,111220880
111220882,r9Limi,intermediate stratum of r9Lim,10,17496
17497,r9VPCRt,r9 part of ventral parvicellular reticular formation,11,111220882
111220884,r9Lims,superficial stratum of r9Lim,10,17496
17499,r9Amb,r9 portion of ambiguous motor nucleus (postmigratory),11,111220884
17500,r9B,r9 basal plate,5,17476
111220886,r9Bv,ventricular zone of r9B,9,17500
111220888,r9Bm,mantle zone of r9B,9,17500
17501,r9BL,lateral part of r9B,7,17500
17502,r9BLv,ventricular zone of r9BL,9,17501
17503,r9BLm,mantle zone of r9BL,9,17501
17504,r9BLp,periventricular stratum of r9BL,10,17503
17505,r9BLIZ,r9 part of the basolateral intermediate zone,11,17504
17506,r9BLi,intermediate stratum of r9BL,10,17503
17507,r9BLRt,r9 part of the basolateral reticular formation,11,17506
17508,r9BLs,superficial stratum of r9BL,10,17503
17509,r9LRt,r9 part of the lateral reticular nucleus,11,17508
17510,r9LRtPC,parvocellular part of the r9LRt,11,17508
17511,r9Li,r9 part of linear nucleus,11,17508
17512,r9BI,intermediate part of r9B,7,17500
17513,r9BIv,ventricular zone of r9BI,9,17512
17514,r9BIm,mantle zone of r9BI,9,17512
17515,r9BIp,periventricular stratum of r9BI,10,17514
17516,r9BIIZ,r9 part of basointermediate intermediate zone,11,17515
17517,r9IS,r9 part of nucleus intercalatus Staderini,11,17515
17518,r9BIi,intermediate stratum of r9BI,10,17514
17519,r9BIRt,r9 part of basointermediate reticular formation,11,17518
17520,r9BIs,superficial stratum of r9BI,10,17514
17521,r9PGi,r9 part of paragigantocellular nucleus,11,17520
17522,r9RVM,r9 part of rostral ventromedial reticular area,11,17520
17523,r9BM,medial part of r9B,7,17500
17524,r9BMv,ventricular zone of r9BM,9,17523
17525,r9BMm,mantle zone of r9BM,9,17523
17526,r9BMp,periventricular stratum of r9BM,10,17525
17527,r9-12M,r9 portion of the hypoglossal motor nucleus,11,17526
17528,r9Ro,r9 part of nucleus of Roller,11,17526
17529,r9BMi,intermediate stratum of r9BM,10,17525
17530,r9-RO,r9 raphe obscurus cell population,11,17529
17531,r9BMRt,r9 part of basomedial reticular formation,11,17529
17532,r9Gi,r9 part of gigantocellular reticular area,11,17529
17533,r9GiV,r9 part of ventral gigangocellular reticular area,11,17529
17534,r9BMs,superficial stratum of r9BM,10,17525
17535,r9-RP,r9 raphe pallidus cell population,11,17534
17536,r9-IO,r9 part of the inferior olive,11,17534
17537,r9F,r9 floor plate,5,17476
112892407,r9Fv,ventricular zone of r9F,9,17537
112892409,r9Fm,mantle zone of r9F,9,17537
112892411,r9Fp,periventricular stratum of r9F,10,112892409
112892413,r9Fi,intermediate stratum of r9F,10,112892409
112892415,r9Fs,superficial stratum of r9F,10,112892409
17538,r10,rhombomere 10,3,17352
17539,r10R,r10 roof plate,5,17538
17540,r10A,r10 alar plate,5,17538
111220890,r10Av,ventricular zone of r10A,9,17540
111220892,r10Am,mantle zone of r10A,9,17540
17541,r10Ve,r10 part of the vestibular column,7,17540
17542,r10Vev,ventricular zone of r10Ve,9,17541
17543,r10Vem,mantle zone of r10Ve,9,17541
111220894,r10Vep,periventricular stratum of r10Ve,10,17543
17545,r10MVePC,r10 part of parvocellular medial vestibular nucleus,11,111220894
111220896,r10Vei,intermediate stratum of r10Ve,10,17543
17544,r10SpVe,r10 part of spinal vestibular nucleus,11,111220896
111220898,r10Ves,superficial stratum of r10Ve,10,17543
17546,r10ECu,r10 part of external cuneate nucleus,11,111220898
17547,r10Tr,r10 part of the trigeminal column,7,17540
17548,r10Trv,ventricular zone of r10Tr,9,17547
17549,r10Trm,mantle zone of r10Tr,9,17547
111220900,r10Trp,periventricular stratum of r10Tr,10,17549
17552,r10Sol,r10 part of solitary complex,11,111220900
111220902,r10Tri,intermediate stratum of r10Tr,10,17549
17551,r10-5Tr,r10 part of trigeminal transition zone,11,111220902
17555,r10DPCRt,r10 part of dorsal parvicellular reticular formation,11,111220902
111220904,r10Trs,superficial stratum of r10Tr,10,17549
17550,r10Sp5C,"r10 part of spinal trigeminal nucleus, caudal part",11,111220904
17553,r10Gr,r10 part of nucleus gracilis,11,111220904
17554,r10Cu,r10 part of nucleus cuneatus,11,111220904
17556,r10Lim,liminal part of the r10 alar plate,7,17540
17557,r10Limv,ventricular zone of r10Lim,9,17556
17558,r10Limm,mantle zone of r10Lim,9,17556
111220906,r10Limp,periventricular stratum of r10Lim,10,17558
17560,r10-10M,r10 part of vagal motor nucleus,11,111220906
112892417,r10LimCG,r10 liminar central gray,11,111220906
111220908,r10Limi,intermediate stratum of r10Lim,10,17558
17559,r10VPCRt,r10 part of ventral parvicellular reticular formation,11,111220908
111220910,r10Lims,superficial stratum of r10Lim,10,17558
17561,r10Amb,r10 portion of ambiguous motor nucleus,11,111220910
17562,r10B,r10 basal plate,5,17538
111220912,r10Bv,ventricular zone of r10B,9,17562
111220914,r10Bm,mantle zone of r10B,9,17562
17563,r10BL,lateral part of r10B,7,17562
17564,r10BLv,ventricular zone of r10BL,9,17563
17565,r10BLm,mantle zone of r10BL,9,17563
17566,r10BLp,periventricular stratum of r10BL,10,17565
17567,r10BLIZ,r10 part of the basolateral intermediate zone,11,17566
17568,r10BLi,intermediate stratum of r10BL,10,17565
17569,r10BLRt,r10 part of basolateral reticular formation,11,17568
17570,r10BLs,superficial stratum of r10BL,10,17565
17571,r10BI,intermediate part of r10B,7,17562
17572,r10BIv,ventricular zone of r10BI,9,17571
17573,r10BIm,mantle zone of r10BI,9,17571
17574,r10BIp,periventricular stratum of r10BI,10,17573
17575,r10IS,r10 part of nucleus intercalatus Staderini,11,17574
17576,r10BIIZ,r10 part of basointermediate intermediate zone,11,17574
17577,r10BIi,intermediate stratum of r10BI,10,17573
17578,r10-11M,r10 part of accessory motor nucleus,11,17577
17579,r10BIRt,r10 part of basointermediate reticular formation,11,17577
17580,r10BIs,superficial stratum of r10BI,10,17573
17581,r10BM,medial part of r10B,7,17562
17582,r10BMv,ventricular zone of r10BM,9,17581
17583,r10BMm,mantle zone of r10BM,9,17581
17584,r10BMp,periventricular stratum of r10BM,10,17583
17585,r10-12M,r10 portion of the hypoglossal motor nucleus,11,17584
17586,r10Ro,r10 part of nucleus of Roller,11,17584
17587,r10BMi,intermediate stratum of r10BM,10,17583
17588,r10-RO,r10 raphe obscurus cell population,11,17587
17589,r10BMRt,r10 part of basomedial reticular formation,11,17587
17590,r10Gi,r10 part of gigantocellular reticular area,11,17587
17591,r10GiV,r10 part of ventral gigangocellular reticular area,11,17587
17592,r10BMs,superficial stratum of r10BM,10,17583
17593,r10-RP,r10 raphe pallidus cell population,11,17592
17594,r10-IO,r10 part of the inferior olive,11,17592
17595,r10F,r10 floor plate,5,17538
112892419,r10Fv,ventricular zone of r10F,9,17595
112892421,r10Fm,mantle zone of r10F,9,17595
112892423,r10Fp,periventricular stratum of r10F,10,112892421
112892425,r10Fi,intermediate stratum of r10F,10,112892421
112892427,r10Fs,superficial stratum of r10F,10,112892421
17596,r11,rhombomere 11,3,17352
17597,r11R,r11 roof plate,5,17596
17598,r11A,r11 alar plate,5,17596
111220916,r11Av,ventricular zone of r11A,9,17598
111220918,r11Am,mantle zone of r11A,9,17598
17599,r11Ve,r11 part of the vestibular column,7,17598
17600,r11Vev,ventricular zone of r11Ve,9,17599
17601,r11Vem,mantle zone of r11Ve,9,17599
111220920,r11Vep,periventricular stratum of r11Ve,10,17601
111220922,r11Vei,intermediate stratum of r11Ve,10,17601
111220924,r11Ves,superficial stratum of r11Ve,10,17601
17602,r11ECu,r11 part of the external uneate nucleus,11,111220924
17603,r11Tr,r11 part of the trigeminal column,7,17598
17604,r11Trv,ventricular zone of r11Tr,9,17603
17605,r11Trm,mantle zone of r11Tr,9,17603
111220926,r11Trp,periventricular stratum of r11Tr,10,17605
17608,r11Sol,r11 part of solitary complex,11,111220926
111220928,r11Tri,intermediate stratum of r11Tr,10,17605
17607,r11-5Tr,r11 part of trigeminal transition zone,11,111220928
17611,r11DPCRt,r11 part of dorsal parvicellular reticular formation,11,111220928
111220930,r11Trs,superficial stratum of r11Tr,10,17605
17606,r11Sp5C,"r11 part of spinal trigeminal nucleus, caudal part",11,111220930
17609,r11Gr,r11 part of nucleus gracilis,11,111220930
17610,r11Cu,r11 part of nucleus cuneatus,11,111220930
17612,r11Lim,liminal part of the r11 alar plate,7,17598
17613,r11Limv,ventricular zone of r11Lim,9,17612
17614,r11Limm,mantle zone of r11Lim,9,17612
111220932,r11Limp,periventricular stratum of r11Lim,10,17614
17615,r11LimCG,r11 liminal central gray,11,111220932
17617,r11-10M,r11 part of vagal motor nucleus (postmigratory),11,111220932
111220934,r11Limi,intermediate stratum of r11Lim,10,17614
17616,r11VPCRt,r11 part of ventral parvicellular reticular formation,11,111220934
17618,r11-11M,r11 part of the accessory motor nucleus (postmigratory),11,111220934
111220936,r11Lims,superficial stratum of r11Lim,10,17614
17619,r11Amb,r11 part of nucleus ambiguous,11,111220936
17620,r11B,r11 basal plate,5,17596
111220938,r11Bv,ventricular zone of r11B,9,17620
111220940,r11Bm,mantle zone of r11B,9,17620
17621,r11BL,lateral part of r11B,7,17620
17622,r11BLv,ventricular zone of r11BL,9,17621
17623,r11BLm,mantle zone of r11BL,9,17621
17624,r11BLp,periventricular stratum of r11BL,10,17623
17625,r11BLIZ,r11 part of the basolateral intermediate zone,11,17624
17626,r11BLi,intermediate stratum of r11BL,10,17623
17627,r11BLRt,r11 part of basolateral reticular formation,11,17626
17628,r11BLs,superficial stratum of r11BL,10,17623
17629,r11BI,intermediate part of r11B,7,17620
17630,r11BIv,ventricular zone of r11BI,9,17629
17631,r11BIm,mantle zone of r11BI,9,17629
17632,r11BIp,periventricular stratum of r11BI,10,17631
17633,r11BIIZ,r11 part of basointermediate intermediate zone,11,17632
17634,r11-11,r11 part of accessory motor nucleus,11,17632
17635,r11BIi,intermediate stratum of r11BI,10,17631
17636,r11BIRt,r11 part of basointermediate reticular formation,11,17635
17637,r11BIs,superficial stratum of r11BI,10,17631
17638,r11BM,medial part of r11B,7,17620
17639,r11BMv,ventricular zone of r11BM,9,17638
17640,r11BMm,mantle zone of r11BM,9,17638
17641,r11BMp,periventricular stratum of r11BM,10,17640
114403731,r11Ro,r11 part of nucleus of Roller,10,17641
17642,r11-12M,r11 part of hypoglossal motor nucleus,11,17641
17643,r11BMi,intermediate stratum of r11BM,10,17640
17644,r11-RO,r11 part of nucleus raphe obscurus,11,17643
17645,r11BMRt,r11 part of basomedial reticular formation,11,17643
17646,r11Gi,r11 part of gigantocellular reticular area,11,17643
17647,r11GiV,r11 part of ventral gigangocellular reticular area,11,17643
17648,r11BMs,superficial stratum of r11BM,10,17640
17649,r11-RP,r11 part of nucleus raphe pallidus,11,17648
127201621,r11-IO,r11 part of the inferior olive,11,17648
17650,r11F,r11 floor plate,5,17596
112892429,r11Fv,ventricular zone of r11F,9,17650
112892431,r11Fm,mantle zone of r11F,9,17650
112892433,r11Fp,periventricular stratum of r11F,10,112892431
112892435,r11Fi,intermediate stratum of r11F,10,112892431
112892437,r11Fs,superficial stratum of r11F,10,112892431
17651,SpC,spinal cord,1,15565
17652,SpR,SpC roof plate,5,17651
17653,SpA,SpC alar plate,5,17651
111220942,SpAv,ventricular zone of SpA,9,17653
111220944,SpAm,mantle zone of SpA,9,17653
17654,SpAM,medial (cornucommissural) part of the spinal alar plate,7,17653
17655,SpAMv,ventricular zone of the SpAM,9,17654
17656,SpAMm,mantle zone of the SpAM,9,17654
17657,SpAMp,periventricular stratum of the SpAM,10,17656
17658,AM10Sp,alar medial part of Rexed's layer 10,11,17657
17659,SpAMi,intermediate stratum of the SpAM,10,17656
17660,4SpCC,cornucommissural part of Rexed's layer 4,11,17659
17661,IB,internal basilar (cervical) nucleus,11,17659
17662,Dth,dorsal (thoracic) nucleus of Clarke,11,17659
17663,LuDCom,lumbar dorsal commissural nucleus,11,17659
17664,SDCom,sacral dorsal commissural nucleus,11,17659
17665,SpAMs,superficial stratum of the SpAM,10,17656
17666,SpAL,lateral (dorsal horn) part of the spinal alar plate,7,17653
17667,SpALv,ventricular zone of the SpAL,9,17666
17668,AL10Sp,alar lateral part of Rexed's layer 10,11,17667
17669,SpALm,mantle zone of the SpAL,9,17666
17670,SpALp,periventricular stratum of the SpAL,10,17669
17671,SpALi,intermediate stratum of the SpAL,10,17669
17672,3Sp,Rexed's layer 3,11,17671
17673,4SpL,Rexed's layer 4 (main or lateral part),11,17671
17674,SpALs,superficial stratum of the SpAL,10,17669
17675,1Sp,Rexed's layer 1 (marginal layer),11,17674
17676,2Sp,Rexed's layer 2 (gelatinous substance),11,17674
17677,SpAV,ventral (liminal) part of the spinal alar plate,7,17653
17678,SpAVv,ventricular zone of the SpAV,9,17677
17679,SpAVm,mantle zone of the SpAV,9,17677
17680,SpAVp,periventricular stratum of the SpAV,10,17679
17681,AV10Sp,alar ventral part of Rexed's layer 10,11,17680
17682,SpAVi,intermediate stratum of the SpAV,10,17679
17683,5Sp,Rexed's layer 5 (neck of dorsal horn),11,17682
17684,5SpM,medial (deep) part of 5Sp,12,17683
17685,5SpL,lateral (superficial) part of 5Sp,12,17683
17686,6Sp,Rexed's layer 6 (basis of dorsal horn),11,17682
17687,6SpM,medial (deep) part of 6Sp,12,17686
17688,6SpL,lateral (superficial) part of 6Sp,12,17686
17689,SpAVs,superficial stratum of the SpAV,10,17679
17690,LSpin,lateral spinal nucleus,11,17689
17691,LatC,lateral cervical nucleus,11,17689
17692,SpB,SpC basal plate (anterior horn),5,17651
111220946,SpBv,ventricular zone of SpB,9,17692
111220948,SpBm,mantle zone of SpB,9,17692
17693,SpBL,lateral part of SpB,7,17692
17694,SpBLv,ventricular zone of SpBL,9,17693
17695,SpBLm,mantle zone of SpBL,9,17693
17696,SpBLp,periventricular stratum of SpBL,10,17695
17697,BL10Sp,basal lateral part of Rexed's layer 10,11,17696
17698,SpBLi,intermediate stratum of SpBL,10,17695
17699,7Sp,Rexed's layer 7 (intermediate zone),11,17698
17700,LPrCb,lumbar precerebellar nucleus,12,17699
17701,SPrCb,sacral precerebellar nucleus,12,17699
17702,CeCv,central cervical nucleus,12,17699
17703,VHLI,ventral horn lateral interneurons,11,17698
17704,TSyP,thoracic sympathetic preganglionic neurons,11,17698
17705,IMM,intermediomedial nucleus,12,17704
17706,IML,intermediolateral nucleus (lateral horn),12,17704
17707,LDCom,laterodorsal commissural nucleus,12,17704
17708,SPSy,sacral parasympathetic preganglionic neurons,11,17698
17709,SpBLs,superficial stratum of SpBL,10,17695
17710,SpBI,intermediate part of SpB,7,17692
17711,SpBIv,ventricular zone of SpBI,9,17710
17712,SpBIm,mantle zone of SpBI,9,17710
17713,SpBIp,periventricular stratum of SpBI,10,17712
17714,BI10Sp,basal intermediate part of Rexed's layer 10,11,17713
17715,SpBIi,intermediate stratum of SpBI,10,17712
17716,9Sp,Rexed's layer 9,11,17715
17717,MC,motoneuron columns,11,17715
17718,MMC,medial motoneuron columns,12,17717
17719,LMC,lateral motoneuron columns,12,17717
17720,CMC,central motoneuron columns,12,17717
17721,Onuf,Onuf's nucleus,11,17715
17722,OnufM,medial (anal) part of Onuf's nucleus,12,17721
17723,OnufL,lateral (urethral) part of Onuf's nucleus,12,17721
17724,SpBIs,superficial stratum of SpBI,10,17712
17725,SpBM,medial part of SpB,7,17692
17726,SpBMv,ventricular zone of SpBM,9,17725
17727,SpBMm,mantle zone of SpBM,9,17725
17728,SpBMp,periventricular stratum of SpBM,10,17727
17729,BM10Sp,basal medial part of Rexed's layer 10,11,17728
17730,SpBMi,intermediate stratum of SpBM,10,17727
17731,8Sp,Rexed's layer 8,11,17730
17732,VHMI,ventral horn medial interneurons,11,17730
17733,SpBMs,superficial stratum of SpBM,10,17727
17734,SpF,SpC floor plate,5,17651
112892439,SpFv,ventricular zone of SpF,9,17734
112892441,SpFm,mantle zone of SpF,9,17734
112892443,SpFp,periventricular stratum of SpF,10,112892441
112892445,SpFi,intermediate stratum of SpF,10,112892441
112892447,SpFs,superficial stratum of SpF,10,112892441
17735,tracts,landmark tracts,0,15564
17736,3n,oculomotor nerve root,12,17735
17737,4n,trochlear nerve root,12,17735
17738,4d,trochlear decussation (at isthmic roofplate),12,17735
17739,5n,trigeminal nerve root,12,17735
17740,5mes,"mesencephalic trigeminal tract (across m1, m2 and prepontine hindbrain)",12,17735
17741,6n,abducens nerve root,12,17735
17742,7n,facial nerve root,12,17735
17743,7na,ascending course of facial nerve (r6),12,17735
17744,7ne,efferent course of facial nerve (r4),12,17735
17745,7ng,genu of facial nerve (r5),12,17735
17746,8n,vestibulocochlear nerve root,12,17735
17747,9n,glossopharyngeal nerve root,12,17735
17748,10n,vagal nerve root,12,17735
17749,11n,accessory nerve root,12,17735
17750,12n,hypoglossal nerve root,12,17735
17751,ac,anterior commissure,12,17735
16129,alvCA,alveus layer of CA,12,17735
16168,alvS,alveus layer of S,12,17735
17752,asc5,ascending trigeminal tract,12,17735
17753,bic,brachium of inferior colliculus,12,17735
17754,cbc,cerebellar commissure,12,17735
17755,cc,corpus callosum (neocortical commissure),12,17735
17756,csp,corticospinal tract,12,17735
17757,d5th,decussation of trigeminothalamic tract,12,17735
17758,db,diagonal band tract,12,17735
17759,dc,dorsal column tracts,12,17735
17760,dpy,pyramidal tract decussation,12,17735
17761,dsc,dorsal spinocerebellar tract,12,17735
17762,dscp,decussation of scp,12,17735
17763,dsoc,dorsal (alar) supraoptic commissure,12,17735
17764,dtg,dorsal tegmental decussation (m1),12,17735
17765,ec,external capsule,12,17735
17766,fi,fimbria,12,17735
17767,fx,fornix tract,12,17735
17768,hbc,habenular commissure,12,17735
17769,hc,hippocampal commissure,12,17735
17770,ic,internal capsule,12,17735
17771,icc,intercollicular commissure,12,17735
17772,icp,inferior cerebellar peduncle,12,17735
17773,lot,lateral olfactory tract,12,17735
17774,ll,lateral lemniscus,12,17735
17775,mcp,middle (pontine) cerebellar peduncle,12,17735
17776,ml,medial lemniscus,12,17735
17777,dml,decussation of medial lemniscus,12,17735
17778,mlf,medial longitudinal fascicle (tract),12,17735
17779,mot,medial olfactory tract,12,17735
17780,mped,mammillary peduncle,12,17735
17781,mtg,mammillotegmental tract,12,17735
17782,mth,mammillothalamic tract,12,17735
17783,och,optic chiasm,12,17735
17784,on,optic nerve (fascicle),12,17735
17785,opt,optic tract,12,17735
17786,p,pons (pontine decussation of middle cerebellar peduncle),12,17735
17787,pc,posterior commissure,12,17735
17788,ped,peduncle,12,17735
17789,py,pyramid (bulbar bulge of the corticospinal tract),12,17735
17790,rf,retroflex tract (habenulo-interpeduncular) tract,12,17735
17791,rmc,retromammillary commissure,12,17735
17792,rs,rubrospinal tract,12,17735
17793,scp,superior cerebellar peduncle,12,17735
17794,sm,stria medullaris,12,17735
17795,soc,supraoptic commissure,12,17735
17796,sol,solitary tract,12,17735
17797,sp5,descending trigeminal tract,12,17735
17798,st,stria terminalis tract,12,17735
17799,tc,tectal commissure,12,17735
17800,tgc,tectal gray commissure,12,17735
17801,thcx,thalamocortical tract,12,17735
17802,tsp,tectospinal tract,12,17735
17803,tz,trapezoid body (tract and decussation),12,17735
17804,un,uncinate fascicle,12,17735
17805,vsc,ventral spinocerebellar tract,12,17735
17806,vsoc,ventral (basal) supraoptic commissure,12,17735
17807,vtg,ventral tegmental decussation,12,17735
17808,zli,zona limitans interthalamica (external medullary lamina),12,17735
126651558,ventricles,"ventricles, neural plate",0,15564
126651562,v_F,"ventricles, forebrain",1,126651558
126651566,v_SP,"ventricles, secondary prosencephalon",2,126651562
126651570,v_RSP,"ventricles, rostral secondary prosencephalon",3,126651566
126651574,v_POTel,"ventricles, preoptic telencephalon",4,126651570
126651578,v_POR,"ventricles, preoptic roof plate",5,126651574
126651582,v_POA,"ventricles, preoptic alar plate",5,126651574
126651586,v_THy,"ventricles, terminal hypothalamus (rostral hypothalamus)",4,126651570
126651590,v_THyA,"ventricles, alar part of terminal hypothalamus",5,126651586
126651594,v_THyB,"ventricles, basal part of terminal hypothalamus",5,126651586
126651598,v_THyF,"ventricles, floor of terminal hypothalamus",5,126651586
126651602,v_CSP,"ventricles, caudal secondary prosencephalon",3,126651566
126651606,v_Tel,"ventricles, telencephalic vesicle",4,126651602
126651610,v_TelR,"ventricles, roof plate of evaginated telencephalic vesicle",5,126651606
126651614,v_TelA,"ventricles, alar plate of evaginated telencephalic vesicle",5,126651606
126651618,v_PHy,"ventricles, peduncular (caudal) hypothalamus",4,126651602
126651622,v_PHyA,"ventricles, alar part of peduncular hypothalamus",5,126651618
126651626,v_PHyB,"ventricles, basal peduncular hypothalamus",5,126651618
126651630,v_PHyF,"ventricles, floor of peduncular hypothalamus",5,126651618
126651634,v_D,"ventricles, diencephalon",2,126651562
126651638,v_p3,"ventricles, prosomere 3",3,126651634
126651642,v_PTh,"ventricles, prethalamus",4,126651638
126651646,v_p3R,"ventricles, roof plate of p3",5,126651642
126651650,v_p3A,"ventricles, alar plate of p3 (alar prethalamus)",5,126651642
126651654,v_PThTg,"ventricles, prethalamic tegmentum",4,126651638
126651658,v_p3B,"ventricles, basal plate of p3",5,126651654
126651662,v_p3F,"ventricles, floor plate of p3",5,126651654
126651666,v_p2,"ventricles, prosomere 2",3,126651634
126651670,v_Th,"ventricles, thalamus",4,126651666
126651674,v_p2R,"ventricles, roof plate of p2 (epithalamic roofplate)",5,126651670
126651678,v_p2A,"ventricles, alar plate of p2 (alar thalamus)",5,126651670
126651682,v_ThTg,"ventricles, thalamic tegmentum",4,126651666
126651686,v_p2B,"ventricles, basal plate of p2",5,126651682
126651690,v_p2F,"ventricles, floor plate of p2",5,126651682
126651694,v_p1,"ventricles, prosomere 1",3,126651634
126651698,v_Pt,"ventricles, pretectum",4,126651694
126651702,v_p1R,"ventricles, roof plate of p1",5,126651698
126651706,v_p1A,"ventricles, alar plate of p1",5,126651698
126651710,v_PtTg,"ventricles, pretectal tegmentum",4,126651694
126651714,v_p1B,"ventricles, basal plate of p1",5,126651710
126651718,v_p1F,"ventricles, floor plate of p1",5,126651710
126651722,v_M,"ventricles, midbrain",1,126651558
126651726,v_m1,"ventricles, mesomere 1",3,126651722
126651730,v_MTt,"ventricles, collicular (rostral) midbrain tectum",4,126651726
126651734,v_m1R,"ventricles, roof plate of m1",5,126651730
126651738,v_m1A,"ventricles, alar plate of m1",5,126651730
126651742,v_MTg,"ventricles, m1 (rostral) midbrain tegmentum",4,126651726
126651746,v_m1B,"ventricles, basal plate of m1",5,126651742
126651750,v_m1F,"ventricles, floor plate of m1",5,126651742
126651754,v_m2,"ventricles, mesomere 2 (preisthmus or caudal midbrain)",3,126651722
126651758,v_PIsTt,"ventricles, preisthmic midbrain tectum",4,126651754
126651762,v_m2R,"ventricles, m2 roof",5,126651758
126651766,v_m2A,"ventricles, m2 alar plate",5,126651758
126651770,v_PIsTg,"ventricles, preisthmic tegmentum",4,126651754
126651774,v_m2B,"ventricles, m2 basal plate",5,126651770
126651778,v_m2F,"ventricles, m2 floor plate",5,126651770
126651782,v_H,"ventricles, hindbrain",1,126651558
126651786,v_PPH,"ventricles, prepontine hindbrain",2,126651782
126651790,v_is,"ventricles, isthmus",3,126651786
126651794,v_isR,"ventricles, isthmic roof plate",5,126651790
126651798,v_isA,"ventricles, isthmic alar plate",5,126651790
126651802,v_isB,"ventricles, isthmic basal plate",5,126651790
